iter	Logloss
194	0.2889367375
195	0.2888059135
196	0.2886555806
197	0.2885342289
198	0.2884124529
199	0.2883325153
200	0.2882172215
201	0.2880798666
202	0.2879787389
203	0.2878363853
204	0.287764356
205	0.2875327253
206	0.287443953
207	0.2873767501
208	0.2872735924
209	0.2871470012
210	0.2868561806
211	0.2867362692
212	0.2866431873
213	0.286517109
214	0.2863968252
215	0.2863094197
216	0.286262178
217	0.286190479
218	0.2860771531
219	0.2859713794
220	0.2858496485
221	0.2857321557
222	0.2856766653
223	0.2856160659
224	0.2855156428
225	0.2854165492
226	0.2853172792
227	0.2851997863
228	0.2850972189
229	0.285021503
230	0.2849193528
231	0.2846576578
232	0.284558514
233	0.2844685661
234	0.284379165
235	0.2841287725
236	0.2838448036
237	0.283766912
238	0.2836865718
239	0.2836264339
240	0.2832894554
241	0.2832258387
242	0.283129887
243	0.2829743591
244	0.282807814
245	0.2825980611
246	0.2825284418
247	0.2824528539
248	0.2823157859
249	0.2822248236
250	0.2821292576
251	0.2818780822
252	0.2818110211
253	0.2817051534
254	0.2816029857
255	0.2815317132
256	0.2814167363
257	0.2811942756
258	0.2811194104
259	0.2810314236
260	0.2809788533
261	0.2808890775
262	0.2807875141
263	0.2807134437
264	0.2806267112
265	0.2805324906
266	0.2804322658
267	0.280310104
268	0.2801961202
269	0.2801186772
270	0.2800164164
271	0.2799071773
272	0.2798205415
273	0.2796151463
274	0.2795082835
275	0.2794309271
276	0.2793523583
277	0.279161525
278	0.2790417106
279	0.2789401573
280	0.2788301851
281	0.2787308315
282	0.2786560953
283	0.278467985
284	0.2783264002
285	0.2782318188
286	0.2781254596
287	0.2780716034
288	0.2779524702
289	0.277794578
290	0.2776739508
291	0.2774474011
292	0.2773665454
293	0.277275636
294	0.2771922218
295	0.2770450904
296	0.2769727023
297	0.2768746415
298	0.2767955788
299	0.2767291212
300	0.2766611213
301	0.2765822561
302	0.2764934015
303	0.2763984855
304	0.276304329
305	0.2761927524
306	0.276079619
307	0.2757823493
308	0.2756296507
309	0.2755262616
310	0.2754727347
311	0.2754302344
312	0.2753539953
313	0.2752875617
314	0.2751823149
315	0.2751290693
316	0.2750499338
317	0.2749546802
318	0.2748590852
319	0.2747543112
320	0.2746879119
321	0.2746223834
322	0.2745424219
323	0.2744402683
324	0.2742582161
325	0.274178515
326	0.2741313855
327	0.2740558563
328	0.2739515534
329	0.2738618365
330	0.273798603
331	0.2735997975
332	0.2735370784
333	0.2733252285
334	0.2732836521
335	0.273204519
336	0.2730684393
337	0.2730207702
338	0.2729642896
339	0.2728830329
340	0.2728094507
341	0.2727585299
342	0.2726642027
343	0.2725899076
344	0.2725000671
345	0.272407572
346	0.272349563
347	0.2722508222
348	0.272184645
349	0.2721320084
350	0.2720617892
351	0.2719000758
352	0.2718267623
353	0.2717335382
354	0.2716176235
355	0.2715668949
356	0.2714934308
357	0.2714282127
358	0.271362478
359	0.2712506685
360	0.2711916628
361	0.2711229585
362	0.2710866759
363	0.271038127
364	0.2709399524
365	0.2708540454
366	0.2708135371
367	0.2707746065
368	0.2706170596
369	0.2705336761
370	0.2704787692
371	0.2704209096
372	0.2703222647
373	0.2702446529
374	0.2701899729
375	0.2701217711
376	0.2700818104
377	0.2700307837
378	0.2699599546
379	0.2698951671
380	0.2698179506
381	0.2697355972
382	0.2696742509
383	0.2696062019
384	0.2695538255
385	0.2695178803
386	0.2694476386
387	0.2693963921
388	0.269316537
389	0.2692217906
390	0.2691516233
391	0.2690065431
392	0.2689092593
393	0.2688392842
394	0.2687984844
395	0.2687135214
396	0.2686467711
397	0.2685719421
398	0.2684328851
399	0.2683713709
400	0.2683011231
401	0.2682288099
402	0.268188699
403	0.2681172939
404	0.2680609211
405	0.2680235382
406	0.2679529518
407	0.2678949212
408	0.2677981554
409	0.2676936107
410	0.26763105
411	0.267584421
412	0.267529843
413	0.2674425302
414	0.2673955868
415	0.2673636874
416	0.2672930692
417	0.2672267123
418	0.2671765892
419	0.267109844
420	0.2670494852
421	0.2669998071
422	0.2669632237
423	0.2668940374
424	0.2668389332
425	0.2667774291
426	0.2667220774
427	0.2666675067
428	0.26663278
429	0.2665748836
430	0.2665370721
431	0.266476199
432	0.2664272289
433	0.2663439735
434	0.2662479442
435	0.2662018854
436	0.2661482772
437	0.2660830676
438	0.2660106294
439	0.2659334947
440	0.2658910892
441	0.2658263431
442	0.2657908821
443	0.2657554723
444	0.2656945421
445	0.2656182172
446	0.2655583642
447	0.265472618
448	0.2654111694
449	0.265346104
450	0.2652267833
451	0.2651672443
452	0.2651169889
453	0.2650692139
454	0.2649855375
455	0.2649135157
456	0.2648397901
457	0.2647650145
458	0.2646969625
459	0.2645939048
460	0.2645464302
461	0.2644858125
462	0.2643969536
463	0.2643200605
464	0.2642779656
465	0.2642183089
466	0.2641234536
467	0.2640636938
468	0.2639696142
469	0.2639218582
470	0.2638419407
471	0.2637812287
472	0.263749511
473	0.2637166963
474	0.2636251269
475	0.2635930194
476	0.2635336655
477	0.2634797728
478	0.26337591
479	0.2633098024
480	0.2632402396
481	0.2632044454
482	0.2631680976
483	0.2630871709
484	0.2630192496
485	0.2629322281
486	0.2628983321
487	0.2628731494
488	0.2627920079
489	0.26272236
490	0.2626775634
491	0.2626129227
492	0.2625433833
493	0.2624659795
494	0.2624310039
495	0.2623695137
496	0.2623270495
497	0.2622973902
498	0.2622194447
499	0.2621409964
500	0.2620762441
501	0.2620197462
502	0.2619730693
503	0.2619048009
504	0.2618480362
505	0.2617645544
506	0.2616800601
507	0.2615864016
508	0.2615084494
509	0.2614527203
510	0.2614136621
511	0.2613349057
512	0.2612367577
513	0.2611925028
514	0.2611444191
515	0.2611096672
516	0.2610739814
517	0.2610354112
518	0.2609866086
519	0.2609620482
520	0.2608889796
521	0.2608352646
522	0.2607719399
523	0.2607270584
524	0.2606641436
525	0.26061482
526	0.2605557235
527	0.2604756929
528	0.2604016745
529	0.2603695931
530	0.2602882985
531	0.2602422291
532	0.2601801757
533	0.2601351322
534	0.2600046095
535	0.2599370535
536	0.2599008205
537	0.2597471542
538	0.2597043792
539	0.2596495983
540	0.2596334142
541	0.2595404312
542	0.2594819798
543	0.2594502989
544	0.2594048663
545	0.2593238615
546	0.25928715
547	0.2592244796
548	0.2591913312
549	0.2591549836
550	0.2590750917
551	0.2590222708
552	0.2589963052
553	0.2589560113
554	0.258936489
555	0.2588859198
556	0.2587724885
557	0.2587157794
558	0.2586625034
559	0.2585928344
560	0.2585159843
561	0.2584733374
562	0.2584256141
563	0.2583304104
564	0.2582287851
565	0.2581860762
566	0.2581460629
567	0.2579675055
568	0.2578939794
569	0.2578231564
570	0.2577907418
571	0.257698309
572	0.2576577114
573	0.2575875515
574	0.2575472263
575	0.2574908621
576	0.2574194116
577	0.2573687429
578	0.2573440919
579	0.25729753
580	0.2572526773
581	0.2572195624
582	0.2571412665
583	0.2570762879
584	0.2570088915
585	0.2569329603
586	0.2568861928
587	0.2568576427
588	0.2567948782
589	0.2567269927
590	0.2566276861
591	0.2565751221
592	0.2564964369
593	0.2564687122
594	0.2563791437
595	0.2563368556
596	0.256262887
597	0.2562116903
598	0.2561759441
599	0.2561032396
600	0.2560357016
601	0.2560084946
602	0.2559024701
603	0.2558598864
604	0.2557545533
605	0.2557244568
606	0.2556848387
607	0.2556583915
608	0.2556029961
609	0.2555161914
610	0.2554752907
611	0.25544227
612	0.2554091253
613	0.2553474317
614	0.2552569821
615	0.2551848828
616	0.255140308
617	0.2550859656
618	0.2550232411
619	0.2549798456
620	0.2549098402
621	0.254822249
622	0.2547584795
623	0.254687975
624	0.2546486985
625	0.2546141716
626	0.2545227622
627	0.2544696338
628	0.2543943833
629	0.2543166599
630	0.2542890754
631	0.2542280983
632	0.2541644188
633	0.2540993415
634	0.2540201474
635	0.2539272455
636	0.2538880807
637	0.2537971938
638	0.2537287037
639	0.2536648864
640	0.2536076747
641	0.2535605215
642	0.2535031636
643	0.2534572616
644	0.2533908851
645	0.2533700079
646	0.2533156607
647	0.25329427
648	0.2532152109
649	0.253147893
650	0.2530922606
651	0.2530321022
652	0.252972196
653	0.2529328107
654	0.2528735211
655	0.2528436981
656	0.2527781047
657	0.2527252015
658	0.2526498289
659	0.2526090443
660	0.252541301
661	0.25249814
662	0.2524445678
663	0.2524197324
664	0.2523620395
665	0.2522957152
666	0.2522291454
667	0.2521654215
668	0.2521383027
669	0.2521012389
670	0.2520472289
671	0.2520282597
672	0.2519794932
673	0.2519488858
674	0.2518746898
675	0.2518318811
676	0.2517602273
677	0.251727257
678	0.2516416926
679	0.2515718177
680	0.2515320113
681	0.2514880353
682	0.251434079
683	0.2514047292
684	0.2513571348
685	0.2513056073
686	0.2512745922
687	0.2512140097
688	0.2511694359
689	0.2511024947
690	0.2510644585
691	0.2510241162
692	0.2509710296
693	0.2509496068
694	0.2509143394
695	0.2508643796
696	0.2508276739
697	0.2507832942
698	0.2507096732
699	0.2505700401
700	0.2505073395
701	0.2504483013
702	0.2504241031
703	0.2503547326
704	0.2503137546
705	0.2502926341
706	0.2502352925
707	0.2501914364
708	0.2501222524
709	0.2500457467
710	0.2499916395
711	0.2499729013
712	0.249927674
713	0.2498616008
714	0.2498292634
715	0.2497775092
716	0.2497220528
717	0.2496686997
718	0.2496397901
719	0.2495918767
720	0.2495533006
721	0.2494811915
722	0.2494352208
723	0.2493950984
724	0.2493551857
725	0.2492913784
726	0.2492471411
727	0.2491747548
728	0.2491243051
729	0.2490728643
730	0.2489882428
731	0.2489495094
732	0.2488970219
733	0.2488668476
734	0.2488234869
735	0.2487691692
736	0.2487224605
737	0.248694806
738	0.2486536051
739	0.2485725435
740	0.2485204891
741	0.2484969564
742	0.2484181515
743	0.2483742737
744	0.2483131855
745	0.2482552453
746	0.2482132948
747	0.2481907873
748	0.2481376434
749	0.2481024667
750	0.2480399454
751	0.2479908006
752	0.2479373917
753	0.2478939703
754	0.2478405949
755	0.2478165665
756	0.2477816892
757	0.2477048389
758	0.2476421563
759	0.2475954183
760	0.2475441824
761	0.247483276
762	0.2474491067
763	0.2473874363
764	0.2473302907
765	0.2472720174
766	0.2472190382
767	0.2471467763
768	0.2470907022
769	0.2469986749
770	0.2469411462
771	0.246895948
772	0.2468421287
773	0.2468118389
774	0.2467767441
775	0.2467348846
776	0.2466548442
777	0.2466130333
778	0.246537828
779	0.246488012
780	0.2464660975
781	0.2464108881
782	0.2463776335
783	0.2463263265
784	0.2462790094
785	0.2462278306
786	0.2462030791
787	0.2461529513
788	0.2461022755
789	0.2460761574
790	0.2460349997
791	0.2459883478
792	0.2459657893
793	0.2458922094
794	0.2458442364
795	0.2458220785
796	0.2457642552
797	0.2457426068
798	0.2456809458
799	0.2456323247
800	0.2455740107
801	0.2455316454
802	0.2454874137
803	0.2454431106
804	0.2453757078
805	0.2453155677
806	0.2452723319
807	0.245216025
808	0.2451623555
809	0.2450826541
810	0.2450317242
811	0.2449704789
812	0.244896839
813	0.2448317139
814	0.2447981856
815	0.2447700957
816	0.2447156408
817	0.2446871397
818	0.24462257
819	0.244581933
820	0.2445132463
821	0.2444814715
822	0.2444247533
823	0.2443659555
824	0.2443279838
825	0.24427349
826	0.2442128567
827	0.2441820858
828	0.2441111376
829	0.2440585361
830	0.2440165887
831	0.2439975718
832	0.2439491143
833	0.2439150443
834	0.243883798
835	0.2438143111
836	0.2437821524
837	0.24374111
838	0.24369581
839	0.2436579388
840	0.2436330339
841	0.2436062325
842	0.2435500607
843	0.2435026606
844	0.2434363262
845	0.243383016
846	0.2433601495
847	0.2433346845
848	0.2432726027
849	0.243224156
850	0.243175391
851	0.2431177144
852	0.2430678137
853	0.2430495911
854	0.2430091936
855	0.242968
856	0.2429203041
857	0.2428706763
858	0.2428344839
859	0.2427842281
860	0.2427658108
861	0.2427385305
862	0.2427101251
863	0.2426667183
864	0.2425906439
865	0.2425195896
866	0.242490092
867	0.2424271429
868	0.2423887485
869	0.242368934
870	0.2423026409
871	0.2422575402
872	0.2422159656
873	0.2421532454
874	0.2421083571
875	0.2420875802
876	0.2420517165
877	0.2419912941
878	0.2419749806
879	0.2419233304
880	0.2418523491
881	0.2418050146
882	0.2417527719
883	0.2417279431
884	0.2416969134
885	0.2416385896
886	0.2416124863
887	0.2415347477
888	0.24150912
889	0.2414464802
890	0.2414161437
891	0.2413663566
892	0.2413170846
893	0.2412809519
894	0.2412507292
895	0.2411946481
896	0.2411372559
897	0.2410987908
898	0.2410561221
899	0.2409996572
900	0.2409308714
901	0.2408876186
902	0.2408694623
903	0.2408270343
904	0.2407827585
905	0.2407451939
906	0.2407081791
907	0.2406556906
908	0.2405776448
909	0.2404950649
910	0.2404616798
911	0.2404143903
912	0.24035846
913	0.2402973283
914	0.2402345836
915	0.2401946924
916	0.2401493636
917	0.2400801812
918	0.2400424645
919	0.2400031069
920	0.2399482735
921	0.2399086039
922	0.2398659865
923	0.2398095906
924	0.2397509014
925	0.2397184717
926	0.2396648992
927	0.2396031221
928	0.2395789165
929	0.2395629625
930	0.2395333623
931	0.2395107696
932	0.2394750395
933	0.2394308599
934	0.2393677536
935	0.2393223798
936	0.2392682534
937	0.2392100726
938	0.23915238
939	0.2391148635
940	0.2390494332
941	0.2389878666
942	0.2389337014
943	0.2388533614
944	0.2388231061
945	0.2387814995
946	0.238712915
947	0.2386733062
948	0.2386436505
949	0.2385911839
950	0.238523787
951	0.2384741579
952	0.2384135327
953	0.2383887004
954	0.2383383152
955	0.2383128144
956	0.2382726777
957	0.2382403263
958	0.238184
959	0.2381490403
960	0.2380801556
961	0.2380470928
962	0.2379878956
963	0.2379620172
964	0.237930968
965	0.2379049724
966	0.2378711527
967	0.237790165
968	0.2377216688
969	0.2376563325
970	0.2375765859
971	0.2375236856
972	0.2374577051
973	0.2373909713
974	0.2373714695
975	0.2373399871
976	0.2372801087
977	0.2372645839
978	0.2372087346
979	0.2371525169
980	0.2371127642
981	0.2370660381
982	0.2370420787
983	0.2369944836
984	0.2369658745
985	0.2369150802
986	0.2368523286
987	0.236831585
988	0.2368132916
989	0.2367670696
990	0.2367291791
991	0.2366883033
992	0.2366533347
993	0.2366134953
994	0.2365679217
995	0.2365079377
996	0.2364565941
997	0.2364240707
998	0.2363693513
999	0.2363112689
